Region,Scenario,Variable,Unit,2000,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Notes
R5ASIA,MESSAGE - RCP 8.5,HFC125 emissions - Total,kt/yr,1.413,3.025,9.598,20.861,26.252,38.748,46.852,51.963,57.580,59.015,61.956,64.054,
R5LAM,MESSAGE - RCP 8.5,HFC125 emissions - Total,kt/yr,0.432,0.876,2.212,3.808,4.216,5.522,6.467,7.594,9.913,10.995,11.702,12.396,
R5MAF,MESSAGE - RCP 8.5,HFC125 emissions - Total,kt/yr,0.680,1.383,4.275,9.376,11.396,14.520,17.679,20.553,23.847,24.989,25.102,25.272,
R5OECD,MESSAGE - RCP 8.5,HFC125 emissions - Total,kt/yr,5.817,7.906,16.988,28.918,31.982,34.582,36.646,37.943,38.224,37.861,36.389,34.122,
R5REF,MESSAGE - RCP 8.5,HFC125 emissions - Total,kt/yr,0.196,0.569,1.524,3.733,5.108,6.878,8.492,10.026,11.152,11.867,12.398,12.460,
World,MESSAGE - RCP 8.5,HFC125 emissions - Total,kt/yr,8.538,13.759,34.598,66.696,78.956,100.250,116.135,128.080,140.714,144.726,147.547,148.304,
R5ASIA,MESSAGE - RCP 8.5,HFC134a emissions - Total,kt/yr,9.010,16.398,23.383,50.692,69.527,98.587,120.906,136.363,156.490,176.729,195.467,209.753,
R5LAM,MESSAGE - RCP 8.5,HFC134a emissions - Total,kt/yr,3.757,6.808,8.577,16.254,20.603,27.342,33.057,38.422,44.191,48.925,52.579,56.904,
R5MAF,MESSAGE - RCP 8.5,HFC134a emissions - Total,kt/yr,3.937,7.491,10.451,21.203,29.022,34.381,43.122,48.900,59.376,68.604,73.444,81.004,
R5OECD,MESSAGE - RCP 8.5,HFC134a emissions - Total,kt/yr,55.289,84.549,101.479,158.086,186.819,209.564,221.012,230.866,237.743,252.049,268.639,285.083,
R5REF,MESSAGE - RCP 8.5,HFC134a emissions - Total,kt/yr,3.047,5.688,8.624,18.845,27.906,37.089,46.806,53.508,56.913,58.745,63.003,70.715,
World,MESSAGE - RCP 8.5,HFC134a emissions - Total,kt/yr,75.039,120.933,152.513,265.080,333.876,406.963,464.903,508.058,554.713,605.051,653.132,703.459,
R5ASIA,MESSAGE - RCP 8.5,HFC143a emissions - Total,kt/yr,1.037,2.824,7.488,10.796,12.139,17.029,19.667,20.697,21.774,20.882,20.555,19.832,
R5LAM,MESSAGE - RCP 8.5,HFC143a emissions - Total,kt/yr,0.359,0.891,1.827,2.163,2.210,2.730,2.967,3.258,4.056,4.206,4.161,4.088,
R5MAF,MESSAGE - RCP 8.5,HFC143a emissions - Total,kt/yr,0.450,1.198,3.028,4.688,5.415,6.624,7.673,8.487,9.409,9.361,8.897,8.481,
R5OECD,MESSAGE - RCP 8.5,HFC143a emissions - Total,kt/yr,4.257,7.186,13.405,16.022,16.590,17.078,17.112,16.712,15.764,14.432,12.604,10.523,
R5REF,MESSAGE - RCP 8.5,HFC143a emissions - Total,kt/yr,0.131,0.350,0.791,1.397,1.830,2.376,2.788,3.270,3.616,3.827,3.961,3.918,
World,MESSAGE - RCP 8.5,HFC143a emissions - Total,kt/yr,6.234,12.448,26.537,35.067,38.184,45.837,50.207,52.424,54.619,52.707,50.177,46.842,
R5ASIA,MESSAGE - RCP 8.5,HFC227ea emissions - Total,kt/yr,0.020,0.048,0.336,0.082,0.069,0.140,0.076,0.041,0.041,0.040,0.040,0.039,
R5LAM,MESSAGE - RCP 8.5,HFC227ea emissions - Total,kt/yr,0.012,0.057,0.184,0.024,0.015,0.024,0.012,0.007,0.008,0.008,0.008,0.008,
R5MAF,MESSAGE - RCP 8.5,HFC227ea emissions - Total,kt/yr,0.019,0.062,0.265,0.047,0.034,0.057,0.030,0.017,0.017,0.017,0.016,0.016,
R5OECD,MESSAGE - RCP 8.5,HFC227ea emissions - Total,kt/yr,1.803,4.344,9.720,0.878,0.415,0.448,0.163,0.066,0.049,0.037,0.028,0.021,
R5REF,MESSAGE - RCP 8.5,HFC227ea emissions - Total,kt/yr,0.097,0.380,1.036,0.129,0.073,0.095,0.039,0.018,0.014,0.012,0.010,0.008,
World,MESSAGE - RCP 8.5,HFC227ea emissions - Total,kt/yr,1.951,4.890,11.541,1.159,0.606,0.764,0.320,0.148,0.129,0.113,0.102,0.091,
R5ASIA,MESSAGE - RCP 8.5,HFC245fa emissions - Total,kt/yr,2.246,3.369,8.817,15.012,17.127,18.000,18.865,19.946,19.565,19.703,18.202,19.214,
R5LAM,MESSAGE - RCP 8.5,HFC245fa emissions - Total,kt/yr,0.336,0.504,0.769,0.989,1.075,1.277,1.305,1.339,1.332,1.253,1.125,1.174,
R5MAF,MESSAGE - RCP 8.5,HFC245fa emissions - Total,kt/yr,0.352,0.529,1.778,3.038,3.503,3.371,3.326,3.397,3.318,3.439,3.413,3.802,
R5OECD,MESSAGE - RCP 8.5,HFC245fa emissions - Total,kt/yr,14.690,22.036,73.498,128.492,171.187,157.431,137.122,123.343,111.164,102.732,96.534,106.606,
R5REF,MESSAGE - RCP 8.5,HFC245fa emissions - Total,kt/yr,0.301,0.452,0.743,0.692,0.874,1.092,1.093,1.084,1.111,1.109,0.971,1.010,
World,MESSAGE - RCP 8.5,HFC245fa emissions - Total,kt/yr,17.926,26.889,85.605,148.223,193.765,181.171,161.711,149.109,136.491,128.237,120.245,131.805,
R5ASIA,MESSAGE - RCP 8.5,CF4 emissions - Total,ktons CF4 / yr,2.083,2.277,2.009,2.591,2.972,3.265,3.535,3.515,3.811,4.002,3.993,3.894,
R5LAM,MESSAGE - RCP 8.5,CF4 emissions - Total,ktons CF4 / yr,0.752,0.778,0.791,0.878,0.921,0.964,1.042,1.049,1.087,1.066,1.011,0.967,
R5MAF,MESSAGE - RCP 8.5,CF4 emissions - Total,ktons CF4 / yr,0.734,0.963,1.037,1.217,1.359,1.161,1.246,1.119,1.237,1.289,1.186,1.186,
R5OECD,MESSAGE - RCP 8.5,CF4 emissions - Total,ktons CF4 / yr,6.596,6.315,5.544,5.492,5.463,5.028,4.830,4.446,4.257,4.040,3.848,3.736,
R5REF,MESSAGE - RCP 8.5,CF4 emissions - Total,ktons CF4 / yr,1.835,1.274,1.254,1.597,1.701,1.722,1.837,1.645,1.449,1.196,1.056,0.983,
World,MESSAGE - RCP 8.5,CF4 emissions - Total,ktons CF4 / yr,12.000,11.606,10.634,11.775,12.415,12.140,12.491,11.774,11.841,11.593,11.093,10.765,
R5ASIA,MESSAGE - RCP 8.5,C6F14 emissions - Total,ktons C6F14 / yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5LAM,MESSAGE - RCP 8.5,C6F14 emissions - Total,ktons C6F14 / yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5MAF,MESSAGE - RCP 8.5,C6F14 emissions - Total,ktons C6F14 / yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5OECD,MESSAGE - RCP 8.5,C6F14 emissions - Total,ktons C6F14 / yr,0.409,0.384,0.411,0.163,0.099,0.099,0.096,0.095,0.094,0.091,0.086,0.078,
R5REF,MESSAGE - RCP 8.5,C6F14 emissions - Total,ktons C6F14 / yr,0.053,0.052,0.056,0.022,0.013,0.013,0.013,0.013,0.013,0.012,0.012,0.011,
World,MESSAGE - RCP 8.5,C6F14 emissions - Total,ktons C6F14 / yr,0.462,0.436,0.467,0.184,0.112,0.113,0.109,0.107,0.107,0.103,0.097,0.089,
R5ASIA,MESSAGE - RCP 8.5,C2F6 emissions - Total,kton C2F6 / yr,0.821,0.964,0.866,0.922,1.178,1.327,1.524,1.564,1.683,1.728,1.738,1.758,
R5LAM,MESSAGE - RCP 8.5,C2F6 emissions - Total,kton C2F6 / yr,0.016,0.016,0.015,0.013,0.011,0.010,0.008,0.007,0.005,0.003,0.002,0.000,
R5MAF,MESSAGE - RCP 8.5,C2F6 emissions - Total,kton C2F6 / yr,0.046,0.066,0.056,0.053,0.055,0.051,0.050,0.044,0.042,0.038,0.034,0.029,
R5OECD,MESSAGE - RCP 8.5,C2F6 emissions - Total,kton C2F6 / yr,1.399,1.532,1.402,1.586,1.484,1.304,1.206,1.049,1.003,0.958,0.887,0.830,
R5REF,MESSAGE - RCP 8.5,C2F6 emissions - Total,kton C2F6 / yr,0.093,0.072,0.061,0.056,0.047,0.037,0.030,0.024,0.020,0.016,0.012,0.009,
World,MESSAGE - RCP 8.5,C2F6 emissions - Total,kton C2F6 / yr,2.375,2.650,2.399,2.629,2.775,2.728,2.819,2.687,2.753,2.743,2.673,2.626,
R5ASIA,MESSAGE - RCP 8.5,SF6 emissions - Total,Gg/yr,1.227,1.812,2.279,2.765,3.466,4.332,4.926,6.003,5.935,6.750,7.391,7.669,
R5LAM,MESSAGE - RCP 8.5,SF6 emissions - Total,Gg/yr,0.231,0.276,0.298,0.329,0.403,0.500,0.582,0.724,0.687,0.768,0.839,0.928,
R5MAF,MESSAGE - RCP 8.5,SF6 emissions - Total,Gg/yr,0.208,0.238,0.282,0.380,0.496,0.612,0.722,0.925,0.951,1.080,1.201,1.317,
R5OECD,MESSAGE - RCP 8.5,SF6 emissions - Total,Gg/yr,3.388,3.422,3.604,3.829,4.587,4.587,4.407,4.819,4.412,4.664,4.897,5.168,
R5REF,MESSAGE - RCP 8.5,SF6 emissions - Total,Gg/yr,0.486,0.594,0.582,0.779,1.036,1.230,1.327,1.589,1.507,1.613,1.725,1.842,
World,MESSAGE - RCP 8.5,SF6 emissions - Total,Gg/yr,5.538,6.341,7.044,8.081,9.988,11.260,11.965,14.060,13.492,14.876,16.053,16.922,
World,MESSAGE - RCP 8.5,ODS emissions - CFC-11,kt,99.227,49.490,42.976,30.725,21.966,15.704,11.227,8.027,5.739,4.103,2.933,2.097,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - CFC-12,kt,140.712,51.552,36.906,15.181,6.245,2.569,1.057,0.435,0.179,0.074,0.030,0.012,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - CFC-13,kt,17.777,0.854,0.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - CFC-114,kt,0.567,0.227,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - CFC-115,kt,2.609,0.785,0.186,0.010,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - CCl4,kt,74.132,65.000,32.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - CH3CCl3,kt,18.584,10.874,7.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - HCFC-22,kt,229.638,283.408,349.552,444.821,472.764,240.141,59.657,14.820,3.682,0.915,0.227,0.056,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - HCFC-141b,kt,55.602,46.641,54.598,57.463,58.080,44.431,26.602,15.928,9.537,5.710,3.419,2.047,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - HCFC-142b,kt,26.296,26.458,36.801,18.867,9.424,4.563,1.982,0.861,0.374,0.162,0.071,0.031,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - Halon 1211,kt,8.834,7.518,5.230,2.531,1.225,0.593,0.287,0.139,0.067,0.033,0.016,0.008,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - Halon 1202,kt,0.328,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - Halon 1301,kt,2.295,1.920,1.521,0.911,0.545,0.326,0.195,0.117,0.070,0.042,0.025,0.015,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - Halon 2402,kt,0.562,0.314,0.175,0.055,0.017,0.005,0.002,0.001,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - CH3Br,kt,186.206,168.841,167.857,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,1) ODS emissions are reported at the global level only.
World,MESSAGE - RCP 8.5,ODS emissions - CH3Cl,kt,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,1) ODS emissions are reported at the global level only.
R5ASIA,MESSAGE - RCP 8.5,Sulfur emissions - Total,TgSO2/yr,32.399,44.127,44.528,48.649,41.264,27.816,19.620,16.890,14.696,14.518,9.123,7.750,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,MESSAGE - RCP 8.5,Sulfur emissions - Total,TgSO2/yr,7.985,6.508,5.429,5.103,5.040,4.774,4.210,3.955,3.623,3.056,2.438,2.059,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,MESSAGE - RCP 8.5,Sulfur emissions - Total,TgSO2/yr,13.301,14.163,14.049,16.553,15.925,15.580,15.248,14.569,12.665,11.020,9.628,8.928,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,MESSAGE - RCP 8.5,Sulfur emissions - Total,TgSO2/yr,29.275,23.413,14.679,10.540,9.129,6.154,3.721,1.951,1.810,1.721,1.528,0.914,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,MESSAGE - RCP 8.5,Sulfur emissions - Total,TgSO2/yr,13.668,12.763,10.322,8.602,7.650,5.854,4.594,3.986,3.252,2.517,2.233,2.142,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,MESSAGE - RCP 8.5,Sulfur emissions - Total,TgSO2/yr,107.701,114.018,101.505,96.096,85.331,65.560,52.220,45.409,40.127,36.889,28.952,25.711,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,MESSAGE - RCP 8.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,1.330,1.445,1.698,2.568,3.086,2.880,2.284,1.682,1.202,0.884,0.653,0.479,
R5LAM,MESSAGE - RCP 8.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,0.675,0.191,0.166,0.060,0.073,0.081,0.084,0.082,0.074,0.066,0.048,0.040,
R5MAF,MESSAGE - RCP 8.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,0.826,0.608,0.300,0.239,0.251,0.208,0.181,0.147,0.131,0.121,0.097,0.092,
R5OECD,MESSAGE - RCP 8.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,1.112,0.848,0.285,0.286,0.309,0.282,0.242,0.205,0.170,0.142,0.116,0.099,
R5REF,MESSAGE - RCP 8.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,0.359,0.338,0.303,0.389,0.397,0.426,0.502,0.479,0.331,0.174,0.093,0.049,
World,MESSAGE - RCP 8.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,4.302,3.430,2.751,3.543,4.117,3.877,3.293,2.595,1.908,1.387,1.008,0.760,
R5ASIA,MESSAGE - RCP 8.5,Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5LAM,MESSAGE - RCP 8.5,Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5MAF,MESSAGE - RCP 8.5,Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5OECD,MESSAGE - RCP 8.5,Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5REF,MESSAGE - RCP 8.5,Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
World,MESSAGE - RCP 8.5,Sulfur emissions - International Shipping,TgSO2/yr,11.078,13.050,12.504,6.655,6.328,5.386,4.829,4.060,4.083,4.059,4.003,3.920,
R5ASIA,MESSAGE - RCP 8.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,16.903,26.085,22.829,24.446,18.788,11.545,5.589,4.064,3.575,3.499,3.060,2.582,
R5LAM,MESSAGE - RCP 8.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,3.549,2.633,1.840,1.538,1.515,1.216,0.877,0.814,0.749,0.582,0.366,0.287,
R5MAF,MESSAGE - RCP 8.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,6.355,7.391,7.298,7.134,6.122,5.204,4.657,4.044,3.382,2.489,1.760,1.698,
R5OECD,MESSAGE - RCP 8.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,17.886,14.341,7.310,4.971,4.962,3.266,2.035,0.640,0.577,0.512,0.394,0.290,
R5REF,MESSAGE - RCP 8.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,8.282,7.294,4.006,2.846,2.460,1.563,0.905,0.816,0.697,0.597,0.588,0.719,
World,MESSAGE - RCP 8.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,52.971,57.741,43.280,40.931,33.843,22.792,14.061,10.379,8.980,7.678,6.167,5.576,
R5ASIA,MESSAGE - RCP 8.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,MESSAGE - RCP 8.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,MESSAGE - RCP 8.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,MESSAGE - RCP 8.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,MESSAGE - RCP 8.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,MESSAGE - RCP 8.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,MESSAGE - RCP 8.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.005,0.006,0.007,0.007,0.007,0.006,0.006,0.005,0.004,0.003,0.003,0.002,
R5LAM,MESSAGE - RCP 8.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,
R5MAF,MESSAGE - RCP 8.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.004,0.004,0.004,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.001,
R5OECD,MESSAGE - RCP 8.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.030,0.027,0.024,0.018,0.014,0.010,0.007,0.006,0.004,0.003,0.002,0.002,
R5REF,MESSAGE - RCP 8.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.012,0.012,0.011,0.011,0.010,0.009,0.009,0.006,0.005,0.003,0.003,0.002,
World,MESSAGE - RCP 8.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.054,0.051,0.049,0.043,0.037,0.032,0.027,0.021,0.017,0.013,0.010,0.008,
R5ASIA,MESSAGE - RCP 8.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,8.807,10.804,14.198,15.234,14.138,9.780,8.981,8.720,7.727,8.123,3.554,3.023,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,MESSAGE - RCP 8.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,2.789,2.735,2.573,2.668,2.719,2.877,2.720,2.587,2.370,2.019,1.736,1.467,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,MESSAGE - RCP 8.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,3.954,3.856,4.045,6.902,7.477,8.134,8.379,8.366,7.153,6.401,5.757,5.169,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,MESSAGE - RCP 8.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,8.493,6.636,5.642,3.893,2.509,1.666,0.877,0.603,0.567,0.624,0.635,0.171,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,MESSAGE - RCP 8.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,2.928,2.921,3.841,3.984,3.560,2.705,2.214,1.838,1.492,1.143,0.912,0.739,1) MiniCAM includes emissions from charcoal production in Industry
World,MESSAGE - RCP 8.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,26.970,26.951,30.297,32.678,30.403,25.161,23.170,22.112,19.308,18.308,12.593,10.568,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,MESSAGE - RCP 8.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,4.005,4.502,4.577,5.220,4.121,2.593,1.849,1.614,1.482,1.400,1.338,1.241,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,MESSAGE - RCP 8.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,0.458,0.448,0.359,0.354,0.279,0.177,0.142,0.120,0.113,0.105,0.038,0.033,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,MESSAGE - RCP 8.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,0.891,1.030,1.127,1.002,0.813,0.788,0.803,0.811,0.820,0.847,0.878,0.852,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,MESSAGE - RCP 8.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,1.424,1.234,1.092,1.049,1.013,0.609,0.240,0.180,0.176,0.126,0.067,0.039,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,MESSAGE - RCP 8.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,1.496,1.610,1.576,0.791,0.643,0.575,0.392,0.274,0.158,0.031,0.069,0.066,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,MESSAGE - RCP 8.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,8.273,8.824,8.729,8.415,6.868,4.742,3.426,2.999,2.748,2.509,2.389,2.232,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,MESSAGE - RCP 8.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.095,0.099,0.103,0.113,0.119,0.110,0.102,0.090,0.084,0.081,0.079,0.076,1) MiniCAM currently does not model sulfur from land-use sectors
R5LAM,MESSAGE - RCP 8.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.030,0.031,0.032,0.035,0.032,0.031,0.029,0.025,0.022,0.020,0.018,0.016,1) MiniCAM currently does not model sulfur from land-use sectors
R5MAF,MESSAGE - RCP 8.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.031,0.035,0.038,0.045,0.050,0.054,0.055,0.050,0.048,0.046,0.045,0.044,1) MiniCAM currently does not model sulfur from land-use sectors
R5OECD,MESSAGE - RCP 8.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.025,0.024,0.023,0.020,0.019,0.018,0.017,0.016,0.015,0.014,0.014,0.013,1) MiniCAM currently does not model sulfur from land-use sectors
R5REF,MESSAGE - RCP 8.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.023,0.020,0.018,0.015,0.013,0.010,0.009,0.007,0.006,0.006,0.006,0.006,1) MiniCAM currently does not model sulfur from land-use sectors
World,MESSAGE - RCP 8.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.205,0.210,0.215,0.228,0.233,0.222,0.211,0.188,0.176,0.168,0.161,0.155,1) MiniCAM currently does not model sulfur from land-use sectors
R5ASIA,MESSAGE - RCP 8.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5LAM,MESSAGE - RCP 8.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5MAF,MESSAGE - RCP 8.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5OECD,MESSAGE - RCP 8.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5REF,MESSAGE - RCP 8.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
World,MESSAGE - RCP 8.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5ASIA,MESSAGE - RCP 8.5,Sulfur emissions - Grassland burning,TgSO2/yr,0.034,0.034,0.033,0.034,0.034,0.034,0.034,0.034,0.035,0.034,0.034,0.034,
R5LAM,MESSAGE - RCP 8.5,Sulfur emissions - Grassland burning,TgSO2/yr,0.145,0.147,0.148,0.149,0.149,0.148,0.148,0.148,0.148,0.148,0.147,0.147,
R5MAF,MESSAGE - RCP 8.5,Sulfur emissions - Grassland burning,TgSO2/yr,1.124,1.122,1.119,1.108,1.096,1.081,1.068,1.056,1.046,1.041,1.026,1.016,
R5OECD,MESSAGE - RCP 8.5,Sulfur emissions - Grassland burning,TgSO2/yr,0.160,0.160,0.159,0.160,0.160,0.159,0.159,0.159,0.159,0.159,0.159,0.159,
R5REF,MESSAGE - RCP 8.5,Sulfur emissions - Grassland burning,TgSO2/yr,0.128,0.128,0.128,0.128,0.129,0.129,0.129,0.129,0.129,0.129,0.130,0.130,
World,MESSAGE - RCP 8.5,Sulfur emissions - Grassland burning,TgSO2/yr,1.591,1.590,1.589,1.578,1.567,1.552,1.539,1.527,1.517,1.512,1.496,1.485,
R5ASIA,MESSAGE - RCP 8.5,Sulfur emissions - Forest burning,TgSO2/yr,1.220,1.152,1.083,1.028,0.971,0.868,0.776,0.681,0.587,0.493,0.402,0.312,1) MESSAGE data only reported for main tropical regions based on RETRO
R5LAM,MESSAGE - RCP 8.5,Sulfur emissions - Forest burning,TgSO2/yr,0.336,0.320,0.308,0.296,0.271,0.241,0.209,0.177,0.146,0.115,0.084,0.068,1) MESSAGE data only reported for main tropical regions based on RETRO
R5MAF,MESSAGE - RCP 8.5,Sulfur emissions - Forest burning,TgSO2/yr,0.117,0.117,0.117,0.119,0.113,0.107,0.100,0.092,0.082,0.073,0.064,0.055,1) MESSAGE data only reported for main tropical regions based on RETRO
R5OECD,MESSAGE - RCP 8.5,Sulfur emissions - Forest burning,TgSO2/yr,0.144,0.144,0.144,0.144,0.143,0.143,0.142,0.142,0.142,0.142,0.141,0.141,1) MESSAGE data only reported for main tropical regions based on RETRO
