Region,Scenario,Variable,Unit,2000,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Notes
R5REF,MiniCAM - RCP 4.5,Sulfur emissions - Forest burning,TgSO2/yr,0.435,0.412,0.429,0.463,0.496,0.516,0.523,0.523,0.523,0.524,0.524,0.524,1) MESSAGE data only reported for main tropical regions based on RETRO
World,MiniCAM - RCP 4.5,Sulfur emissions - Forest burning,TgSO2/yr,2.253,2.205,1.771,0.903,0.961,1.026,1.097,1.075,1.037,0.983,1.001,1.019,1) MESSAGE data only reported for main tropical regions based on RETRO
R5ASIA,MiniCAM - RCP 4.5,Black carbon emissions - Total,Tg/yr,3.025,3.460,3.481,3.524,3.115,2.667,2.179,1.758,1.385,1.059,1.014,0.969,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,MiniCAM - RCP 4.5,Black carbon emissions - Total,Tg/yr,0.927,0.949,0.854,0.665,0.644,0.618,0.587,0.529,0.471,0.414,0.414,0.414,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,MiniCAM - RCP 4.5,Black carbon emissions - Total,Tg/yr,1.856,1.963,2.023,2.144,2.173,2.172,2.140,2.062,1.919,1.710,1.615,1.520,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,MiniCAM - RCP 4.5,Black carbon emissions - Total,Tg/yr,1.186,1.037,0.952,0.784,0.708,0.662,0.648,0.596,0.532,0.457,0.448,0.439,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,MiniCAM - RCP 4.5,Black carbon emissions - Total,Tg/yr,0.644,0.704,0.655,0.558,0.510,0.463,0.417,0.374,0.331,0.289,0.287,0.285,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,MiniCAM - RCP 4.5,Black carbon emissions - Total,Tg/yr,7.774,8.261,8.121,7.842,7.333,6.779,6.179,5.531,4.851,4.138,4.000,3.862,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,MiniCAM - RCP 4.5,Black Carbon emissions - Surface Transportation,Tg/yr,0.337,0.357,0.405,0.501,0.581,0.622,0.625,0.573,0.515,0.452,0.449,0.446,
R5LAM,MiniCAM - RCP 4.5,Black Carbon emissions - Surface Transportation,Tg/yr,0.211,0.231,0.224,0.209,0.200,0.187,0.170,0.148,0.129,0.114,0.119,0.124,
R5MAF,MiniCAM - RCP 4.5,Black Carbon emissions - Surface Transportation,Tg/yr,0.137,0.168,0.175,0.190,0.200,0.203,0.199,0.209,0.207,0.191,0.173,0.156,
R5OECD,MiniCAM - RCP 4.5,Black Carbon emissions - Surface Transportation,Tg/yr,0.570,0.552,0.502,0.404,0.357,0.313,0.272,0.249,0.223,0.195,0.180,0.166,
R5REF,MiniCAM - RCP 4.5,Black Carbon emissions - Surface Transportation,Tg/yr,0.086,0.129,0.115,0.088,0.075,0.064,0.054,0.047,0.040,0.035,0.035,0.035,
World,MiniCAM - RCP 4.5,Black Carbon emissions - Surface Transportation,Tg/yr,1.342,1.436,1.421,1.391,1.414,1.390,1.320,1.226,1.115,0.987,0.957,0.927,
R5ASIA,MiniCAM - RCP 4.5,Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5LAM,MiniCAM - RCP 4.5,Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5MAF,MiniCAM - RCP 4.5,Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5OECD,MiniCAM - RCP 4.5,Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5REF,MiniCAM - RCP 4.5,Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
World,MiniCAM - RCP 4.5,Black Carbon emissions - International Shipping,Tg/yr,0.131,0.143,0.149,0.160,0.175,0.188,0.197,0.200,0.199,0.195,0.205,0.216,
R5ASIA,MiniCAM - RCP 4.5,Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5LAM,MiniCAM - RCP 4.5,Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5MAF,MiniCAM - RCP 4.5,Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5OECD,MiniCAM - RCP 4.5,Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5REF,MiniCAM - RCP 4.5,Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
World,MiniCAM - RCP 4.5,Black Carbon emissions - Aviation,Tg/yr,0.005,0.005,0.006,0.007,0.008,0.010,0.011,0.012,0.014,0.015,0.017,0.018,
R5ASIA,MiniCAM - RCP 4.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.022,0.034,0.038,0.047,0.048,0.047,0.043,0.038,0.032,0.028,0.032,0.036,
R5LAM,MiniCAM - RCP 4.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.005,0.006,0.007,0.008,0.009,0.009,0.008,0.007,0.006,0.005,0.006,0.007,
R5MAF,MiniCAM - RCP 4.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.005,0.006,0.008,0.011,0.013,0.014,0.014,0.012,0.010,0.008,0.009,0.011,
R5OECD,MiniCAM - RCP 4.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.014,0.014,0.013,0.011,0.010,0.009,0.007,0.006,0.005,0.004,0.004,0.005,
R5REF,MiniCAM - RCP 4.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.008,0.008,0.008,0.007,0.006,0.005,0.004,0.003,0.002,0.002,0.002,0.002,
World,MiniCAM - RCP 4.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.054,0.067,0.073,0.085,0.086,0.083,0.076,0.065,0.056,0.047,0.054,0.061,
R5ASIA,MiniCAM - RCP 4.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,MiniCAM - RCP 4.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,MiniCAM - RCP 4.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,MiniCAM - RCP 4.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,MiniCAM - RCP 4.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,MiniCAM - RCP 4.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,MiniCAM - RCP 4.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.013,0.014,0.014,0.014,0.013,0.012,0.011,0.010,0.009,0.009,0.008,0.008,
R5LAM,MiniCAM - RCP 4.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,
R5MAF,MiniCAM - RCP 4.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.007,0.008,0.009,0.010,0.011,0.012,0.013,0.013,0.013,0.013,0.012,0.010,
R5OECD,MiniCAM - RCP 4.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.007,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
R5REF,MiniCAM - RCP 4.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,
World,MiniCAM - RCP 4.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.035,0.036,0.037,0.038,0.038,0.037,0.037,0.036,0.035,0.033,0.032,0.030,
R5ASIA,MiniCAM - RCP 4.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.953,1.209,1.255,1.346,1.093,0.855,0.632,0.484,0.343,0.209,0.201,0.193,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,MiniCAM - RCP 4.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.118,0.116,0.120,0.127,0.122,0.116,0.110,0.094,0.074,0.049,0.047,0.044,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,MiniCAM - RCP 4.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.091,0.087,0.100,0.126,0.125,0.115,0.095,0.095,0.085,0.065,0.064,0.063,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,MiniCAM - RCP 4.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.254,0.135,0.112,0.064,0.049,0.038,0.031,0.026,0.021,0.015,0.014,0.014,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,MiniCAM - RCP 4.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.083,0.056,0.047,0.028,0.025,0.022,0.018,0.014,0.011,0.007,0.007,0.006,1) MiniCAM includes emissions from charcoal production in Industry
World,MiniCAM - RCP 4.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,1.499,1.603,1.633,1.692,1.415,1.147,0.886,0.713,0.533,0.344,0.332,0.320,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,MiniCAM - RCP 4.5,Black Carbon emissions - Residential and Commercial,Tg/yr,1.145,1.295,1.341,1.434,1.196,0.950,0.696,0.500,0.345,0.231,0.193,0.156,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,MiniCAM - RCP 4.5,Black Carbon emissions - Residential and Commercial,Tg/yr,0.085,0.086,0.087,0.088,0.085,0.080,0.074,0.059,0.045,0.032,0.028,0.023,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,MiniCAM - RCP 4.5,Black Carbon emissions - Residential and Commercial,Tg/yr,0.371,0.448,0.527,0.686,0.724,0.726,0.694,0.612,0.501,0.361,0.277,0.192,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,MiniCAM - RCP 4.5,Black Carbon emissions - Residential and Commercial,Tg/yr,0.116,0.106,0.095,0.071,0.060,0.052,0.045,0.038,0.031,0.024,0.023,0.022,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,MiniCAM - RCP 4.5,Black Carbon emissions - Residential and Commercial,Tg/yr,0.233,0.290,0.262,0.206,0.168,0.133,0.098,0.066,0.041,0.023,0.021,0.019,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,MiniCAM - RCP 4.5,Black Carbon emissions - Residential and Commercial,Tg/yr,1.950,2.225,2.311,2.485,2.233,1.940,1.607,1.274,0.962,0.671,0.542,0.412,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,MiniCAM - RCP 4.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.068,0.073,0.077,0.085,0.084,0.077,0.065,0.055,0.048,0.044,0.042,0.041,1) MiniCAM currently does not explicitly model waste burning on fields
R5LAM,MiniCAM - RCP 4.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.022,0.024,0.024,0.025,0.025,0.025,0.025,0.021,0.018,0.014,0.012,0.011,1) MiniCAM currently does not explicitly model waste burning on fields
R5MAF,MiniCAM - RCP 4.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.023,0.026,0.027,0.031,0.034,0.036,0.036,0.036,0.034,0.032,0.030,0.028,1) MiniCAM currently does not explicitly model waste burning on fields
R5OECD,MiniCAM - RCP 4.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.018,0.017,0.017,0.017,0.018,0.019,0.019,0.019,0.018,0.018,0.018,0.018,1) MiniCAM currently does not explicitly model waste burning on fields
R5REF,MiniCAM - RCP 4.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.016,0.014,0.015,0.016,0.015,0.014,0.013,0.011,0.009,0.007,0.006,0.005,1) MiniCAM currently does not explicitly model waste burning on fields
World,MiniCAM - RCP 4.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.146,0.154,0.161,0.174,0.176,0.171,0.158,0.142,0.127,0.114,0.109,0.103,1) MiniCAM currently does not explicitly model waste burning on fields
R5ASIA,MiniCAM - RCP 4.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5LAM,MiniCAM - RCP 4.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5MAF,MiniCAM - RCP 4.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5OECD,MiniCAM - RCP 4.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5REF,MiniCAM - RCP 4.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
World,MiniCAM - RCP 4.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5ASIA,MiniCAM - RCP 4.5,Black Carbon emissions - Grassland burning,Tg/yr,0.027,0.028,0.027,0.024,0.023,0.021,0.021,0.021,0.021,0.021,0.021,0.021,
R5LAM,MiniCAM - RCP 4.5,Black Carbon emissions - Grassland burning,Tg/yr,0.144,0.144,0.137,0.124,0.116,0.111,0.109,0.108,0.108,0.108,0.109,0.109,
R5MAF,MiniCAM - RCP 4.5,Black Carbon emissions - Grassland burning,Tg/yr,1.106,1.106,1.074,1.008,0.979,0.961,0.953,0.951,0.951,0.952,0.954,0.955,
R5OECD,MiniCAM - RCP 4.5,Black Carbon emissions - Grassland burning,Tg/yr,0.141,0.141,0.141,0.140,0.139,0.138,0.137,0.137,0.137,0.138,0.138,0.138,
R5REF,MiniCAM - RCP 4.5,Black Carbon emissions - Grassland burning,Tg/yr,0.064,0.063,0.059,0.050,0.041,0.036,0.034,0.034,0.034,0.034,0.034,0.034,
World,MiniCAM - RCP 4.5,Black Carbon emissions - Grassland burning,Tg/yr,1.483,1.483,1.437,1.346,1.297,1.266,1.254,1.252,1.251,1.253,1.255,1.257,
R5ASIA,MiniCAM - RCP 4.5,Black Carbon emissions - Forest burning,Tg/yr,0.459,0.452,0.325,0.072,0.077,0.082,0.087,0.079,0.072,0.067,0.067,0.068,
R5LAM,MiniCAM - RCP 4.5,Black Carbon emissions - Forest burning,Tg/yr,0.337,0.337,0.250,0.078,0.082,0.085,0.085,0.085,0.085,0.086,0.088,0.091,
R5MAF,MiniCAM - RCP 4.5,Black Carbon emissions - Forest burning,Tg/yr,0.116,0.116,0.105,0.082,0.086,0.104,0.136,0.134,0.119,0.088,0.097,0.105,
R5OECD,MiniCAM - RCP 4.5,Black Carbon emissions - Forest burning,Tg/yr,0.067,0.064,0.066,0.071,0.069,0.090,0.132,0.116,0.091,0.059,0.065,0.071,
R5REF,MiniCAM - RCP 4.5,Black Carbon emissions - Forest burning,Tg/yr,0.150,0.140,0.147,0.161,0.176,0.187,0.194,0.197,0.192,0.180,0.181,0.182,
World,MiniCAM - RCP 4.5,Black Carbon emissions - Forest burning,Tg/yr,1.129,1.108,0.893,0.464,0.490,0.547,0.634,0.611,0.559,0.479,0.498,0.517,
R5ASIA,MiniCAM - RCP 4.5,Organic carbon emissions - Total,Tg/yr,11.618,12.308,11.126,8.762,7.665,6.524,5.339,4.241,3.311,2.551,2.363,2.174,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,MiniCAM - RCP 4.5,Organic carbon emissions - Total,Tg/yr,5.087,4.989,4.212,2.657,2.593,2.519,2.437,2.268,2.102,1.940,1.923,1.906,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,MiniCAM - RCP 4.5,Organic carbon emissions - Total,Tg/yr,11.135,11.482,11.505,11.550,11.498,11.470,11.464,11.166,10.580,9.708,9.368,9.027,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,MiniCAM - RCP 4.5,Organic carbon emissions - Total,Tg/yr,3.243,3.115,3.026,2.848,2.735,2.819,3.100,2.905,2.640,2.304,2.341,2.378,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,MiniCAM - RCP 4.5,Organic carbon emissions - Total,Tg/yr,4.714,4.803,4.713,4.533,4.477,4.385,4.258,4.096,3.907,3.690,3.687,3.685,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,MiniCAM - RCP 4.5,Organic carbon emissions - Total,Tg/yr,35.935,36.850,34.740,30.521,29.153,27.915,26.807,24.888,22.753,20.399,19.900,19.400,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,MiniCAM - RCP 4.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,0.373,0.428,0.484,0.595,0.640,0.636,0.583,0.497,0.419,0.349,0.343,0.337,
R5LAM,MiniCAM - RCP 4.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,0.356,0.383,0.367,0.334,0.312,0.280,0.238,0.183,0.137,0.099,0.091,0.082,
R5MAF,MiniCAM - RCP 4.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,0.331,0.399,0.410,0.432,0.436,0.424,0.396,0.396,0.370,0.320,0.264,0.208,
R5OECD,MiniCAM - RCP 4.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,0.319,0.309,0.280,0.224,0.198,0.173,0.151,0.138,0.124,0.108,0.101,0.093,
R5REF,MiniCAM - RCP 4.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,0.071,0.086,0.079,0.066,0.061,0.056,0.051,0.047,0.043,0.039,0.040,0.042,
World,MiniCAM - RCP 4.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,1.450,1.604,1.620,1.652,1.647,1.570,1.419,1.261,1.093,0.914,0.838,0.762,
R5ASIA,MiniCAM - RCP 4.5,Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5LAM,MiniCAM - RCP 4.5,Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5MAF,MiniCAM - RCP 4.5,Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5OECD,MiniCAM - RCP 4.5,Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5REF,MiniCAM - RCP 4.5,Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
World,MiniCAM - RCP 4.5,Organic Carbon Emissions - International Shipping,Tg/yr,0.140,0.152,0.158,0.170,0.186,0.200,0.210,0.213,0.212,0.207,0.219,0.230,
R5ASIA,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.091,0.142,0.157,0.187,0.193,0.190,0.178,0.160,0.139,0.116,0.126,0.135,
R5LAM,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.030,0.038,0.039,0.040,0.040,0.038,0.035,0.032,0.030,0.029,0.032,0.035,
R5MAF,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.040,0.060,0.063,0.068,0.070,0.069,0.065,0.064,0.061,0.056,0.057,0.059,
R5OECD,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.169,0.190,0.169,0.128,0.108,0.089,0.070,0.061,0.052,0.043,0.042,0.041,
R5REF,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.039,0.043,0.039,0.033,0.029,0.024,0.018,0.015,0.012,0.010,0.011,0.011,
World,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.368,0.472,0.466,0.456,0.440,0.410,0.367,0.332,0.294,0.254,0.268,0.282,
R5ASIA,MiniCAM - RCP 4.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,MiniCAM - RCP 4.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,MiniCAM - RCP 4.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,MiniCAM - RCP 4.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,MiniCAM - RCP 4.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,MiniCAM - RCP 4.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.013,0.014,0.014,0.014,0.013,0.012,0.011,0.010,0.009,0.009,0.008,0.008,
R5LAM,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,
R5MAF,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.007,0.008,0.009,0.010,0.011,0.012,0.013,0.013,0.013,0.013,0.012,0.010,
R5OECD,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.013,0.012,0.011,0.010,0.010,0.009,0.009,0.009,0.009,0.009,0.009,0.009,
R5REF,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.004,0.004,0.004,
World,MiniCAM - RCP 4.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.047,0.047,0.047,0.047,0.047,0.046,0.045,0.043,0.042,0.040,0.039,0.037,
R5ASIA,MiniCAM - RCP 4.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,1.452,1.759,1.864,2.074,1.792,1.495,1.183,0.866,0.567,0.284,0.236,0.188,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,MiniCAM - RCP 4.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.366,0.219,0.234,0.265,0.256,0.244,0.229,0.186,0.136,0.080,0.068,0.057,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,MiniCAM - RCP 4.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.191,0.216,0.264,0.362,0.318,0.243,0.138,0.147,0.138,0.110,0.101,0.093,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,MiniCAM - RCP 4.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.182,0.112,0.098,0.070,0.058,0.049,0.041,0.035,0.028,0.020,0.019,0.018,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,MiniCAM - RCP 4.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.062,0.058,0.050,0.034,0.032,0.029,0.026,0.023,0.019,0.013,0.013,0.013,1) MiniCAM includes emissions from charcoal production in Industry
World,MiniCAM - RCP 4.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,2.254,2.365,2.511,2.804,2.455,2.060,1.618,1.257,0.887,0.507,0.437,0.368,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,MiniCAM - RCP 4.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,4.268,4.594,4.578,4.546,3.653,2.814,2.029,1.472,1.032,0.709,0.566,0.423,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,MiniCAM - RCP 4.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,0.312,0.316,0.322,0.333,0.323,0.311,0.297,0.247,0.198,0.149,0.132,0.116,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,MiniCAM - RCP 4.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,1.488,1.707,1.990,2.556,2.700,2.729,2.643,2.366,1.963,1.433,1.085,0.736,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,MiniCAM - RCP 4.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,0.445,0.430,0.388,0.304,0.267,0.236,0.213,0.186,0.157,0.126,0.121,0.115,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,MiniCAM - RCP 4.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,1.248,1.510,1.361,1.062,0.864,0.678,0.501,0.340,0.214,0.124,0.112,0.099,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,MiniCAM - RCP 4.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,7.760,8.556,8.637,8.800,7.806,6.768,5.683,4.611,3.564,2.540,2.015,1.490,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,MiniCAM - RCP 4.5,Organic Carbon Emissions - Ag waste burning on fields,Tg/yr,0.324,0.348,0.367,0.404,0.400,0.369,0.312,0.263,0.228,0.208,0.203,0.198,1) MiniCAM currently does not explicitly model waste burning on fields
R5LAM,MiniCAM - RCP 4.5,Organic Carbon Emissions - Ag waste burning on fields,Tg/yr,0.104,0.114,0.116,0.119,0.120,0.121,0.119,0.103,0.085,0.066,0.059,0.052,1) MiniCAM currently does not explicitly model waste burning on fields
R5MAF,MiniCAM - RCP 4.5,Organic Carbon Emissions - Ag waste burning on fields,Tg/yr,0.108,0.123,0.132,0.149,0.162,0.171,0.175,0.170,0.164,0.154,0.144,0.133,1) MiniCAM currently does not explicitly model waste burning on fields
R5OECD,MiniCAM - RCP 4.5,Organic Carbon Emissions - Ag waste burning on fields,Tg/yr,0.084,0.083,0.083,0.083,0.086,0.088,0.089,0.089,0.088,0.086,0.086,0.085,1) MiniCAM currently does not explicitly model waste burning on fields
R5REF,MiniCAM - RCP 4.5,Organic Carbon Emissions - Ag waste burning on fields,Tg/yr,0.078,0.069,0.071,0.076,0.074,0.069,0.062,0.052,0.043,0.032,0.029,0.025,1) MiniCAM currently does not explicitly model waste burning on fields
